SPEC_ID,PROTECTED = P,GENUS,SPECIES,COUNTRY,LOCALITY,QUARRY,DATE COLLECTED,SEX,BONE,SIDE,AGE,tx12,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16, M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,M37,M38,M39,
KAR-VP-1/14,P,Eurygnathohippus,feibeli,18,31,,,unknown,tmm3,right,5.7+,25.9,26,12.3,7.7,8,11.2,12.6,9.2,10.1,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAR-VP-1/17,P,Eurygnathohippus,feibeli,18,31,,,unknown,tmm3,right,5.7+,,,11.5,6.3,40.4,8.2,10.6,8.5,6.6,42.1,,,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAR-VP-1/20,P,Eurygnathohippus,feibeli,18,31,,,unknown,txM2,left,5.7+,,,19.8,15.7,47.5,1,5,3,,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAR-VP-1/21,P,Eurygnathohippus,feibeli,18,31,,,unknown,tmm3,right,5.7+,26.4,27.8,12.8,7.9,9.6,11.4,10.9,8.7,8.8,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAR-VP-1/22,P,Eurygnathohippus,feibeli,18,31,,,unknown,txP2,right,5.7+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAR-VP-1/26,P,Eurygnathohippus,feibeli,18,31,,,unknown,skull,norecord,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAR-VP-1/26,P,Eurygnathohippus,feibeli,18,31,,,unknown,txM1,left,6.0,20.1,,21.2,,,0,4,4,0,7.5,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAR-VP-1/26,P,Eurygnathohippus,feibeli,18,31,,,unknown,txM2,left,6.0,21.6,,21.7,,,2,5,2,1,7.1,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAR-VP-1/26,P,Eurygnathohippus,feibeli,18,31,,,unknown,txM3,left,6.0,23.8,,19.1,,,0,8,1,3,8.2,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAR-VP-1/26,P,Eurygnathohippus,feibeli,18,31,,,unknown,txP2,left,6.0,29.5,,21.2,,,,5,2,0,6.4,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAR-VP-1/26,P,Eurygnathohippus,feibeli,18,31,,,unknown,txP3,left,6.0,22.9,,22.9,,,2,4,0,0,6.4,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAR-VP-1/26,P,Eurygnathohippus,feibeli,18,31,,,unknown,txP4,left,6.0,22.7,,23,,,0,3,0,0,7.4,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAR-VP-1/37,P,Eurygnathohippus,feibeli,18,31,,,unknown,tmdp,right,5.7+,,,,,12.3,,14.7,,9.5,15.2,4.2,1.8,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAR-VP-1/38,P,Equid,,18,31,,,unknown,tmp4,right,5.7+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAR-VP-1/46,P,Eurygnathohippus,feibeli,18,31,,,unknown,tmp4,left,5.7+,22,21.8,14,7.5,12.3,13.1,13.9,12.3,11.3,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAR-VP-1/49,P,Eurygnathohippus,feibeli,18,31,,,unknown,tmp4,right,5.7+,24,20.6,13.7,7.6,11.1,13,13.4,11.8,11.6,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAR-VP-1/50,P,Eurygnathohippus,feibeli,18,31,,,unknown,txM3,left,5.7+,20.9,17.6,17.5,18.3,21.8,1,4,0,0,6.9,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAR-VP-2/1,P,Eurygnathohippus,feibeli,18,31,,,unknown,txP4,left,5.7+,21.7,18.6,,22.1,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAR-VP-3/1,P,Eurygnathohippus,feibeli,18,31,,,unknown,txdP,left,5.7+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAR-VP-4/1,P,Eurygnathohippus,feibeli,18,31,,,unknown,tibia,left,5.7+,,,,,,,63.7,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAR-VP-4/3,P,Eurygnathohippus,feibeli,18,31,,,unknown,1ph3,right,5.7+,74.3,66.8,29.2,40.6,32.6,34.1,35,21.1,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KBL-VP-15/6,P,Equus,sp. ,18,32,,,unknown,txM2,left,2.0,29.4,28.2,,,77.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KBL-VP-18/1,P,Equus,sp. ,18,32,,,unknown,mandible,right,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KBL-VP-18/1,P,Equus,sp. ,18,32,,,unknown,tmm1,right,2.0,30.6,,,10.2,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KBL-VP-18/1,P,Equus,sp. ,18,32,,,unknown,tmp4,right,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KBL-VP-3/4,P,Eurygnathohippus,,18,32,,,unknown,tmp4,right,2.0,23.2,20.4,13.6,7.5,11.4,14.8,13.7,12.4,12.3,22.3,5.5,2.5,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
KBL-VP-6/11,P,?Equus,sp. ,18,32,,,unknown,txdPx,left,2.0,,,18.3,19.8,22.9,,0,0,0,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KBL-VP-6/12,P,Eurygnathohippus,aff. feibeli,18,32,,,unknown,txdP3,left,2.0,27.1,25.7,17.9,21.5,23,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KBL-VP-6/12,P,Eurygnathohippus,aff. feibeli,18,32,,,unknown,txdP4,left,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KBL-VP-8/21,P,Equid,,18,32,,,unknown,humerus,norecord,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KBL-VP-8/21,P,Equid,,18,32,,,unknown,radius,norecord,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KBL-VP-8/28,P,Equid, ,18,32,,,unknown, ,norecord,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KBL-VP-8/28,P,Eurygnathohippus,sp. ,18,32,,,unknown,premaxilla,norecord,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KBL-VP-8/28,P,Eurygnathohippus,sp. ,18,32,,,male,txC,right,2.5,,13.6,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KBL-VP-8/28,P,Eurygnathohippus,sp. ,18,32,,,male,txI1,right,2.5,16,,13.7,,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KBL-VP-8/28,P,Eurygnathohippus,sp. ,18,32,,,male,txI2,right,2.5,18.7,13.8,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KBL-VP-8/62,P,Equid,,18,32,,,male,txI3,left,2.5,21.8,19.1,11.6,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KUS-VP-2/251,P,Eurygnathohippus,woldegabrieli,18,33,,,unknown,tmm3,right,4.4,25.9,29.3,12.7,7.6,9.9,12.4,13.1,9.7,8.4,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIN-VP-1-3,P,Eurygnathohippus,sp. ,18,36,,,unknown,1ph3,left,4.0,67.1,60.5,33.5,46.8,36.9,39.6,39.1,22.3,17.9,42.1,42.2,18.2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIN-VP-1-3,P,Eurygnathohippus,sp. ,18,36,,,unknown,astragalus,right,4.0,59.7,58.6,30.6,56.5,51,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIN-VP-1-3,P,Eurygnathohippus,sp. ,18,36,,,unknown,cuboid,right,4.0,frag.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIN-VP-1-3,P,Eurygnathohippus,sp. ,18,36,,,unknown,humerus,right,4.0,frag.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIN-VP-1-3,P,Eurygnathohippus,sp. ,18,36,,,unknown,mt3,right,4.0,248.6,244.5,35,,,,,,,47.2,44.9,35,28.6,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,
MAT-VP-4-13,P,Eurygnathohippus,sp. ,18,36,,,unknown,tmm1,right,2.7,22.2,21.7,12.7,6.7,9.4,12.7,12.5,10,8.9,31.6,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAT-VP-4-19,P,Eurygnathohippus,sp. ,18,36,,,unknown,mandible,right,2.7,0,0,0,0,0,0,0,0,0,87.4,75.6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
MAT-VP-4-19,P,Eurygnathohippus,sp. ,18,36,,,unknown,tmm1,right,2.7,21.5,0,14,6.7,8.9,16.2,0,12.3,11.6,0,3.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAT-VP-4-19,P,Eurygnathohippus,sp. ,18,36,,,unknown,tmm2,right,2.7,22.2,0,12.7,6.7,10.2,15.4,0,11.2,10.4,0,0,0,5.2,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,
MAT-VP-4-19,P,Eurygnathohippus,sp. ,18,36,,,unknown,tmm3,right,2.7,24.4,0,11.9,8.2,9.9,13.3,0,12,9.5,0,3.2,2.8,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
MAT-VP-4-19,P,Eurygnathohippus,sp. ,18,36,,,unknown,tmp4,right,2.7,23.7,0,15.8,8.7,12,17,0,0,12.6,47.7,6.7,2.9,38.3,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
MAT-VP-4-22,P,Eurygnathohippus,sp. ,18,36,,,unknown,tmp2,right,2.7,0,0,0,0,0,0,0,0,0,0, , , ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
MAT-VP-5-37,P,Eurygnathohippus,sp. ,18,36,,,unknown,tmm1,right,2.7,24.7,22.9,10.6,7,11.4,12,10.2,10.1,9.7,30.1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAT-VP-6/19,P,Eurygnathohippus,sp. ,18,36,,,unknown,,norecord,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAT-VP-6-23,P,Eurygnathohippus,sp. ,18,36,,,unknown,txM1,right,2.7,25.2,0,26.1,0,0,4,4,2,1,10.4,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
MAT-VP-6-23,P,Eurygnathohippus,sp. ,18,36,,,unknown,txM2,right,2.7,24.9,0,25.3,0,64.7,3,4,3,2,10.4,3.2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
MAT-VP-6-23,P,Eurygnathohippus,sp. ,18,36,,,unknown,txM2,right,2.7,26.3,24.4,26.1,23.2,55.1,2,5,3,0,10.1,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
MAT-VP-6-23,P,Eurygnathohippus,sp. ,18,36,,,unknown,txM3,left,2.7,22.4,22.3,17.6,19,57.7,0,0,0,0,9,3.9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
MAT-VP-6-23,P,Eurygnathohippus,sp. ,18,36,,,unknown,txP2,left,2.7,34.1,33,27,23.1,47,3,3,4,1,9.2,3.1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
MAT-VP-6-23,P,Eurygnathohippus,sp. ,18,36,,,unknown,txP3,left,2.7,28.8,24.8,29.1,25.7,49.3,3,5,4,1,9.7,3.5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
MAT-VP-6-23,P,Eurygnathohippus,sp. ,18,36,,,unknown,txP3,right,2.7,29.1,21.5,29.1,0,60.7,4,5,3,1,9.6,2.5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
MAT-VP-6-23,P,Eurygnathohippus,sp. ,18,36,,,unknown,txP4,right,2.7,27.5,0,29.2,0,61,3,3,4,2,11.5,4.1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
ALA-VP-2-139A,P,Eurygnathohippus,feibeli,18,37,,,unknown,txP4,right,5.7,juv,frag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALA-VP-2-139B,P,Eurygnathohippus,feibeli,18,37,,,unknown,txM1,right,5.7,juv,frag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALA-VP-2-139C,P,Eurygnathohippus,feibeli,18,37,,,unknown,tmmx,right,5.7,juv,frag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESC-2-12,P,Eurygnathohippus,sp. ,18,37,,,unknown,astragalus,right,5.2,59,59.7,27.8,55.8,40.1,31.4,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESC-2-P10,P,Eurygnathohippus,sp. ,18,37,,,unknown,tmindet,right,5.2,,,,,9.5,,,,8.7,,2.6,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESC-2-P11,P,Eurygnathohippus,sp. ,18,37,,,unknown,tmm2,left,5.2,20.4,19.8,12.8,6.9,6.9,14.9,14.1,10.8,9.9,25.4,4.1,2.0,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESC-2-P16,P,Eurygnathohippus,aff. feibeli,18,37,,,unknown,txM1,left,5.2,19.7,18,,,24.6,1,6,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESC-2-P36,P,Eurygnathohippus,sp. ,18,37,,,unknown,tmm1,left,5.2,26.5,22.2,12.8,8.2,11.1,11.4,12.9,10.2,8.3,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESC-2-P39,P,Eurygnathohippus,sp. ,18,37,,,unknown,tmm1,right,5.2,26,22.1,12.4,8.6,10.1,11.1,14.3,10,8.2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESC-2-P40,P,Eurygnathohippus,sp. ,18,37,,,unknown,tmmx,norecord,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESC-2-P42,P,Eurygnathohippus,sp. ,18,37,,,unknown,txI1,left,5.2,18.2,,6.9,,,,,,,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESC-2-P47,P,Eurygnathohippus,aff. feibeli,18,37,,,unknown,mandible,left,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESC-2-P47,P,Eurygnathohippus,aff. feibeli,18,37,,,unknown,tmp2,left,5.2,25.7,,9.9,8.5,11.6,12.2,,8.3,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESC-2-P47,P,Eurygnathohippus,aff. feibeli,18,37,,,unknown,tmp3,left,5.2,24.1,,10.8,7.6,11.2,15.9,,8.9,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESC-2-P5,P,Eurygnathohippus,sp. ,18,37,,,unknown,txP2,left,5.2,31.7,28.6,20.5,21.2,37.4,3,4,2,1,7.2,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESC-2-P6,P,Eurygnathohippus,aff. feibeli,18,37,,,unknown,txM3,left,5.2,20.5,21.5,17,17.3,41.8,0,0,0,0,6.6,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESC-2-P61,P,Eurygnathohippus,aff. feibeli,18,37,,,unknown,txM1,right,5.2,23.7,18.4,,,50.3,0,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESC-2-P8,P,Eurygnathohippus,sp. ,18,37,,,unknown,tmi3,left,5.2,14.4,9.2,8.7,10.4,,,,,,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MED-VP-1/18,P,Equid,,18,37,,,unknown,tmm1,right,2.5e,,,15.7,7.1,11.3,,,,13.3,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MED-VP-1/32,P,Eurygnathohippus,sp. lg.,18,37,,,unknown,mt3,left,2.5,,,,,47.2,,42.9,10.4,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MED-VP-2/1,P,Eurygnathohippus,sp. lg.,18,37,,,unknown,mt3,left,2.5, ,,,,,,,,,49.5,45.2,38.9,32.2,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,
MED-VP-2/2,P,Eurygnathohippus,sp. ,18,37,,,unknown,mt3?,norecord,2.5,,,,,,,,,,49.3,44.2,38.6,31.8,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,
MED-VP-2/2,P,Eurygnathohippus,sp. ,18,37,,,unknown,tmm2,right,2.5e,32,,14.3,9.7,12.2,12.3,,10.8,11.5,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MED-VP-2/6,P,Eurygnathohippus,sp. ,18,37,,,unknown,,norecord,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MED-VP-2/7,P,Eurygnathohippus,sp. ,18,37,,,unknown,,norecord,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MED-VP-4/3,P,Eurygnathohippus,sp. ,18,37,,,unknown,,norecord,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MED-VP-5/10,P,Eurygnathohippus,sp. ,18,37,,,unknown,,norecord,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MED-VP-5/17,P,Eurygnathohippus,sp. ,18,37,,,unknown,tmp4,right,2.5,24.2,24.6,15.6,8.4,12.8,11.2,14.2,13.4,24.8,6,2.4,,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
MED-VP-5/2,P,Eurygnathohippus,sp. ,18,37,,,unknown,tmp4,left,2.5,25.2,23.3,13.7,8.5,13.1,15,15.3,12.2,12.7,50,4.9,1.9,48.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
MED-VP-5/4,P,Eurygnathohippus,sp. ,18,37,,,unknown,,norecord,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chor1,P,"""Cormohipparion"" ",sp. ,18,38,,,unknown,tmp4,left,8.5,27.2,24.1,13.2,6.5,11.7,15.6,14.9,13.1,13,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chor2,P,"""Cormohipparion"" ",sp. ,18,38,,,unknown,txM1,left,8.5,24,23.3,20.5,23.2,30.3,3,8,7,4,6.2,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chor3,P,"""Cormohipparion"" ",sp. ,18,38,,,unknown,tmm1,right,8.5,,,14.5,8.8,12.8,,,,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chor5,P,"""Cormohipparion"" ",sp. ,18,38,,,unknown,tmm2,left,8.5,,,13.1,7.3,10.6,12,9.7,12.3,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chor6,P,"""Cormohipparion"" ",sp. ,18,38,,,unknown,tmp3,right,8.5,30.9,27.2,13.5,8.3,14.2,,15.2,12.2,13,42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FChor0501,P,"""Cormohipparion"" ",sp. ,18,38,,,unknown,txP2,right,8.5,35.1,33.4,25.5,26.5,35.4,4,8,7,2,8.9,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FChor0502,P,"""Cormohipparion"" ",sp. ,18,38,,,unknown,txM1,right,8.5,27.8,,24.4,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FChor0503,P,"""Cormohipparion"" ",sp. ,18,38,,,unknown,tmp4,left,8.5,27.4,25,15.8,8.7,13.6,18.2,16.5,14.1,14.7,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FChor0504,P,"""Cormohipparion"" ",sp. ,18,38,,,unknown,txM1,right,8.5,,,25.8,25.5,36.7,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAG-VP-7/262,P,Eurygnathohippus,woldegabrieli,18,39,,,unknown,mc2or4,norecord,4.4,,,13.1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STD-VP-9-16,P,Eurygnathohippus,sp. ,18,41,,,unknown,tmm3,right,5.6,26.7,,12.2,6.7,11.1,12.2,12.5,11.3,9.9,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URU-VP-1/61,P,Eurygnathohippus,woldegabrieli,18,43,,,unknown,astragalus,right,4.4,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAD-VP-1/9,P,Eurygnathohippus,sp. ,18,44,,,unknown,txM1,left,3.3,26.8,23.5,25.5,25,25.2,4,6,4,1,8.8,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAD-VP-3/2,P,Eurygnathohippus,sp. ,18,44,,,unknown,tmp4,left,2.5,25.6,22.1,15.1,8.6,13,13.6,14.2,11.8,12,16.1,,,41.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAD-VP-5/7,P,Eurygnathohippus,sp. ,18,44,,,unknown,txP3,right,3.3,42.7,27.9,,,42.9,1,8,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAT-VP-2/1,P,Eurygnathohippus,feibeli,18,45,,,unknown,txM1,right,5.7+,23.7,19.4,20.2,21.1,43.1,3,5,3,1,6.6,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAT-VP-2/1,P,Eurygnathohippus,feibeli,18,45,,,unknown,txP4,right,5.7+,24.9,20,21,21.6,50,0,3,1,0,6.1,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAT-VP-2/12,P,Eurygnathohippus,feibeli,18,45,,,unknown,txP4,left,5.7+,26.9,,22.8,,,,,,,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAT-VP-2/15,P,Eurygnathohippus,feibeli,18,45,,,unknown,tmm3,left,5.7+,22.2,26.5,10.4,7,9.1,9.4,10.8,6.4,5.9,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAT-VP-2/20,P,Eurygnathohippus,feibeli,18,45,,,unknown,tmc,left,5.7+,10.4,,8,,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAT-VP-2/20,P,Eurygnathohippus,feibeli,18,45,,,unknown,tmc,right,5.7+,10.7,,8.1,,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAT-VP-2/20,P,Eurygnathohippus,feibeli,18,45,,,unknown,tmi1,right,5.7+,11.1,9.3,9.7,10.6,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAT-VP-2/20,P,Eurygnathohippus,feibeli,18,45,,,unknown,tmi2,right,5.7+,11.5,9.4,9.4,10.7,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAT-VP-2/20,P,Eurygnathohippus,feibeli,18,45,,,unknown,tmm1,left,5.7+,19.7,29.4,11.4,5.9,7.1,12.7,13.2,11.7,10.9,14.3,1.8,1.5,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAT-VP-2/20,P,Eurygnathohippus,feibeli,18,45,,,unknown,tmm1,right,5.7+,19.8,19.6,11.7,6.5,6.8,12.6,13.3,11.8,10.1,18.2,2.6,1.5,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAT-VP-2/20,P,Eurygnathohippus,feibeli,18,45,,,unknown,tmm2,left,5.7+,20.9,20.3,11,7,7.5,12.2,12,10.6,9.5,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAT-VP-2/20,P,Eurygnathohippus,feibeli,18,45,,,unknown,tmm2,right,5.7+,21,20.4,12.3,6.2,6.5,11.7,10.2,10.9,9.7,15.7,2.1,1.8,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAT-VP-2/20,P,Eurygnathohippus,feibeli,18,45,,,unknown,tmm3,left,5.7+,24.6,25.2,10.6,7.7,7.7,11.4,10.3,9.3,8.2,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAT-VP-2/20,P,Eurygnathohippus,feibeli,18,45,,,unknown,tmm3,right,5.7+,24.4,25.9,10,7.2,7,10.9,11.1,10.4,7.7,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAT-VP-2/20,P,Eurygnathohippus,feibeli,18,45,,,unknown,tmp2,left,5.7+,25.3,24.7,9.8,7.4,10,12.9,13.4,10.1,12,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAT-VP-2/20,P,Eurygnathohippus,feibeli,18,45,,,unknown,tmp2,right,5.7+,25.3,25.2,10.7,11.6,10.5,12.8,12.9,9.9,11.5,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAT-VP-2/20,P,Eurygnathohippus,feibeli,18,45,,,unknown,tmp3,left,5.7+,21.6,21,14.1,8.4,10.3,14.8,14.4,13.1,12.1,13.5,2.0,2.5,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAT-VP-2/20,P,Eurygnathohippus,feibeli,18,45,,,unknown,tmp3,right,5.7+,22.6,21.7,13.7,8.6,10.6,14,14.7,12.8,12.3,12.1,2.1,2.2,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAT-VP-2/20,P,Eurygnathohippus,feibeli,18,45,,,unknown,tmp4,left,5.7+,22,20.7,13.5,8.5,10.6,14.4,14.8,12.7,12.2,13.3,2.1,2.5,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAT-VP-2/20,P,Eurygnathohippus,feibeli,18,45,,,unknown,tmp4,right,5.7+,21.6,20.9,13.9,13.1,9.5,14.2,13.7,12.8,11.3,16.9,2.2,1.4,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAT-VP-2/21,P,Eurygnathohippus,feibeli,18,45,,,unknown,txM1,right,5.7+,24,20.8,22.1,23,46.1,,,,,10.5,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAT-VP-2/23,P,Eurygnathohippus,feibeli,18,45,,,unknown,tmm3,left,5.7+,23.4,24.1,10.6,7.1,8.1,6.7,10.9,8.1,6.9,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAT-VP-2/24,P,Eurygnathohippus,feibeli,18,45,,,unknown,txM1,right,5.7+,25.3,19.7,19.9,20.7,41,0,3,1,0,6.7,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAT-VP-2/3,P,Eurygnathohippus,feibeli,18,45,,,unknown,txP2,right,5.7+,28.5,,,,34.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAT-VP-2/31,P,Eurygnathohippus,feibeli,18,45,,,unknown,txM1,left,5.7+,19.8,19.3,21.9,21.8,21.2,2,6,5,1,6.8,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
