"","Site","EAP.Acc.","Provenience..field.number.","ID.Catalog...cat..element.or.portion.","Specimen.Catalog...cat..organism.","Cantryll.Test...test..analyst.sample.number.","Period","Date","ID","Element","Side","Description.completeness","Age..modern.only.","Fusion","Cantryll.notes","variable","value","template"
"31982","Marco Gonzalez","EAP0657","MG 5","","n/a","150MG","","","Odocoileus virginianus","radius","R","proximal .2",NA,"","150MG radius Odocoileus v. proximal 20% significant erosion.  ","Femur.GL",NA,"Femur length"
"31983","Marco Gonzalez","EAP0657","MG 235","","n/a","151MG","","","Odocoileus virginianus","tibia","R","distal .3",NA,"","151MG tibia Odocoileus v. distal 30% posterior surface of the shaft is absent. Bd and Dd only.  ","Femur.GL",NA,"Femur length"
"31984","Marco Gonzalez","EAP0657","MG 18","","n/a","152MG","","","Odocoileus virginianus","tibia","R","complete",NA,"fused proximal epiphysis but line visible","152MG tibia Odocoileus v. complete minor erosion not sufficient to inhibit measurements.  Proximal epiphysis is fused but visible, a series of cut marks on the posterior surface are not sufficiently deep for the artifact to be used as a rasp.  ","Femur.GL",NA,"Femur length"
"31985","modern","","Trinidad, Siparia Forest","","UF No. 6608","","M","1959","Mazama sp.","","L","",NA,"","","Femur.GL",NA,"Femur length"
"31986","modern","","Collier County","","z:4703","","F","1985","Odocoileus virginianus","","L","",3.5,"","","Femur.GL",227,"Femur length"
"31987","modern","","Collier County","","z:4708","","F","1985","Odocoileus virginianus","","L","",1,"","","Femur.GL",NA,"Femur length"
"31988","modern","","Collier County","","z:4702","","F","1985","Odocoileus virginianus","","L","",2.5,"","","Femur.GL",226,"Femur length"
"31989","modern","","Collier City","","z:4711","","M","1985","Odocoileus virginianus","","L","",1.5,"","","Femur.GL",NA,"Femur length"
"31990","modern","","Collier County","","z:4578","","M","1985","Odocoileus virginianus","","L","",2,"","","Femur.GL",NA,"Femur length"
"31991","modern","","Collier County","","z:4577","","M","1985","Odocoileus virginianus","","L","",1,"","","Femur.GL",NA,"Femur length"
"31992","modern","","Guatemala, Peten, Tikal","","UF No. 6787","","","","Mazama americanus","","R","",NA,"","","Femur.GL",164.51,"Femur length"
"31993","modern","","Guatemala, Peten, Tikal","","UF No. 6788","","F","1960","Mazama americanus","","R","",NA,"","","Femur.GL",NA,"Femur length"
"31994","modern","","Guatemala, Peten, Altar de sacrificios","","UF No 6795","","M","1961","Mazama americanus","","R","",NA,"","","Femur.GL",NA,"Femur length"
"31995","modern","","Guatemala, Peten, Dos Pilas","","UF no8851","","","1993","Mazama americanus","","R","",NA,"","","Femur.GL",182.24,"Femur length"
"31996","modern","","Trinidad, Nariva","","UF No 6609","","F","1959","Mazama sp.","","R","",NA,"","","Femur.GL",NA,"Femur length"
"31997","modern","","Trinidad, Mayaro","","UF No 6610","","M","1959","Mazama sp.","","R","",NA,"","","Femur.GL",NA,"Femur length"
"31998","modern","","Collier City","","z:4576","","F","1985","Odocoileus virginianus","","R","",2,"","","Femur.GL",215,"Femur length"
"31999","modern","","Collier County","","z:4580","","F","1985","Odocoileus virginianus","","R","",4,"","","Femur.GL",217,"Femur length"
"32000","modern","","Collier County","","z:4573","","F","1985","Odocoileus virginianus","","R","",5,"","","Femur.GL",NA,"Femur length"
"32001","modern","","Collier County","","z:4574","","F","1985","Odocoileus virginianus","","R","",3,"","","Femur.GL",NA,"Femur length"
"32002","modern","","Collier County","","z:4572","","F","1985","Odocoileus virginianus","","R","",2.5,"","","Femur.GL",NA,"Femur length"
"32003","modern","","Collier County","","z:4700","","F","1985","Odocoileus virginianus","","R","",2,"","","Femur.GL",215,"Femur length"
"32004","modern","","Collier County","","z:4781","","F","1985","Odocoileus virginianus","","R","",2,"","","Femur.GL",211,"Femur length"
"32005","modern","","Collier City","","z:4709","","F","1985","Odocoileus virginianus","","R","",2,"","","Femur.GL",NA,"Femur length"
"32006","modern","","Collier County","","z:4705","","F","1985","Odocoileus virginianus","","R","",3.5,"","","Femur.GL",216,"Femur length"
"32007","modern","","Collier County","","z:4569","","F","1985","Odocoileus virginianus","","R","",NA,"","","Femur.GL",213,"Femur length"
"32008","modern","","Clay County","","z:2850","","F","1979","Odocoileus virginianus","","R","",3.5,"","","Femur.GL",237,"Femur length"
"32009","modern","","Clay County","","z:2773","","F","1979","Odocoileus virginianus","","R","",1.5,"","","Femur.GL",NA,"Femur length"
"32010","modern","","Liberty County","","z:4567","","F","1985","Odocoileus virginianus","","R","",NA,"","","Femur.GL",213,"Femur length"
"32011","modern","","Collier County","","z:4571","","M","1985","Odocoileus virginianus","","R","",3.5,"","","Femur.GL",247,"Femur length"
"32012","modern","","Collier County","","z:4579","","M","1985","Odocoileus virginianus","","R","",1.5,"","","Femur.GL",NA,"Femur length"
"32013","modern","","Marion County","","z:3590","","M","1981","Odocoileus virginianus","","R","",NA,"","","Femur.GL",NA,"Femur length"
"32014","modern","","no data","","z:7930-147","","M","","Mazama americanus","","","",NA,"","","Femur.GL",NA,"Femur length"
"32015","Motul de San Jose","EAP0630","2A-3-18-1","3","n/a","205MSJ","Late Classic","","Odocoileus virginianus","1st phalanx","L","almost complete",NA,"fused","205MSJ phalanx1 Odocoileus v. almost complete, pitted, cut-marks on medial surface.","Femur.GL",NA,"Femur length"
"32016","Motul de San Jose","EAP0630","2A-3-12-1","","n/a","206MSJ ","","","Odocoileus virginianus","1st phalanx","L","complete",NA,"fused","","Femur.GL",NA,"Femur length"
"32017","Motul de San Jose","EAP0630","2A-5-3-2","17","n/a","213MSJ","Late Classic","","Odocoileus virginianus","1st phalanx","L","complete",NA,"fused","213MSJ phalanx1 Odocoileus v. almost complete prominent muscle scars see 212, possible pathology around distal condyles SDt suspect. Cut-marks on proximal dorsal surface.","Femur.GL",NA,"Femur length"
"32018","Motul de San Jose","EAP0630","2A-3-12-1","","n/a","207MSJ","late Late Classic","","Odocoileus virginianus","2nd phalanx","L","almost complete",NA,"fused","207MSJ phalanx2 Odocoileus v. almost complete, hole bored in dorsal surface (probably not man made). Mate to 206MSJ?","Femur.GL",NA,"Femur length"
"32019","Motul de San Jose","EAP0630","2A-5-3-2","18","n/a","214MSJ","Late Classic","","Odocoileus virginianus","2nd phalanx","L","complete",NA,"fused","214MSJ phalanx2 Odocoileus v. complete, articulates with phalanges 1 and 3","Femur.GL",NA,"Femur length"
"32020","Motul de San Jose","EAP0630","2A-5-3-2","6","n/a","215MSJ","Late Classic","","Odocoileus virginianus","2nd phalanx","L","complete",NA,"fused","","Femur.GL",NA,"Femur length"
"32021","Motul de San Jose","EAP0630","2A-5-6-14","9","n/a","226MSJ","Late Classic","","Odocoileus virginianus","2nd phalanx","L","complete",NA,"fused","","Femur.GL",NA,"Femur length"
"32022","Motul de San Jose","EAP0630","2A-5-4-1","","n/a","218MSJ","Late Classic","","Odocoileus virginianus","astragalus","L","complete",NA,"fused","","Femur.GL",NA,"Femur length"
"32023","Motul de San Jose","EAP0630","2A-5-6-17","","n/a","222MSJ","Late Classic","","Odocoileus virginianus","astragalus","L","complete",NA,"fused","","Femur.GL",NA,"Femur length"
"32024","Motul de San Jose","EAP0630","15A-48-5-4","","n/a","239MSJ","Terminal Classic","","Odocoileus virginianus","astragalus","L","almost complete",NA,"fused","","Femur.GL",NA,"Femur length"
"32025","Motul de San Jose","EAP0630","2A-5-3-2","13","n/a","210MSJ","Late Classic","","Odocoileus virginianus","calcaneum","L","complete",NA,"fused","210MSJ calcaneus Odocoileus v. complete, comparative photo taken.","Femur.GL",NA,"Femur length"
"32026","Motul de San Jose","EAP0630","2A-5-6-14","2","n/a","231MSJ","Late Classic","","Odocoileus virginianus","calcaneum","L","complete",NA,"fused","231MSJ calcaneus Odocoileus v. superior crest present articulation presents a single peak. Photographed for reference.","Femur.GL",NA,"Femur length"
"32027","Motul de San Jose","EAP0630","2A-5-7-2","","n/a","237MSJ","Late Classic","","Odocoileus virginianus","calcaneum","L","almost complete",NA,"fused","237MSJ calcaneus Odocoileus v. almost complete, articulation has a single peak. Photographed","Femur.GL",NA,"Femur length"
"32028","Motul de San Jose","EAP0630","2A-5-6-8","1","n/a","229MSJ","Late Classic","","Odocoileus virginianus","femur","L","proximal",NA,"fused","229MSJ femur Odocoileus v. proximal shaft has been cut remarkable preservation.","Femur.GL",NA,"Femur length"
"32029","Motul de San Jose","EAP0630","2A-2-7-1","","n/a","204MSJ","Late Classic","","Odocoileus virginianus","metacarpal","L","proximal .25",NA,"fused","204MSJ metacarpal Odocoileus v. proximal 25% modified perhaps as an awl, score marks on posterior surface. Posterior edge of proximal surface is eroded Bp only.  ","Femur.GL",NA,"Femur length"
"32030","Motul de San Jose","EAP0630","2A-2-9-1","1","n/a","203MSJ","Late Classic","","Mazama americanus","radius","L","proximal .3",NA,"fused","203MSJ radius Mazama a. proximal 30%.","Femur.GL",NA,"Femur length"
"32031","Motul de San Jose","EAP0630","2A-5-6-18","4","n/a","220MSJ","Late Classic","","Odocoileus virginianus","scapula","L","distal .4",NA,"fused","220MSJ scapula Odocoileus v. 45% four fragments glenoid almost complete LG, BG and ASG only","Femur.GL",NA,"Femur length"
"32032","Motul de San Jose","EAP0630","2A-5-3-1","","n/a","209MSJ","Late Classic","","Odocoileus virginianus","ulna","L","almost complete",NA,"fused","209MSJ ulna Odocoileus v. shaft broken 90% of olecranon anterior corner of superior crest is significantly eroded.","Femur.GL",NA,"Femur length"
"32033","Motul de San Jose","EAP0630","2A-18-1","2","n/a","201MSJ","","","Odocoileus virginianus","1st phalanx","R","almost complete .9",NA,"fused","201MSJ phlanx1 Odocoileus v. almost complete 95% perforated, pitted and weathered.  ","Femur.GL",NA,"Femur length"
"32034","Motul de San Jose","EAP0630","2A-2-6-1","","n/a","202MSJ","Late Classic","","Odocoileus virginianus","1st phalanx","R","almost complete .9",NA,"fused","202MSJ phalanx1 odocoileus v. almost complete 90%  specimen is weathered cut-marks and erosion at distal articulation Bd and Dd unavailable.","Femur.GL",NA,"Femur length"
"32035","Motul de San Jose","EAP0630","2A-5-3-2","16","n/a","212MSJ","Late Classic","","Odocoileus virginianus","1st phalanx","R","complete",NA,"fused","212MSJ phalanx1 Odocoileus v. complete. Four phalanges are in the bag, two Phalanx1 one phalanx2 and one phalanx3 representing most of a complete foot.  The muscle scars on this specimen are less distinct than specimen 213.","Femur.GL",NA,"Femur length"
"32036","Motul de San Jose","EAP0630","2A-5-5-3:9","9","n/a","219MJS","Late Classic","","Odocoileus virginianus","1st phalanx","R","complete",NA,"fused","219MSJ phalanx1 Artidactyl almost complete. Provenience only very robust dorsal surface is more rounded than typical for Odocoileus.","Femur.GL",NA,"Femur length"
"32037","Motul de San Jose","EAP0630","2A-5-3-2","","n/a","216MSJ ","Late Classic","","Odocoileus virginianus","2nd phalanx","R","almost complete",NA,"fused","216MSJ phalanx2 Odocoileus v. almost complete 95% cut-marks on dorsal surface.","Femur.GL",NA,"Femur length"
"32038","Motul de San Jose","EAP0630","2A-5-6-15","4","n/a","225MSJ","Late Classic","","Odocoileus virginianus","2nd phalanx","R","complete",NA,"fused","","Femur.GL",NA,"Femur length"
"32039","Motul de San Jose","EAP0630","2A-5-3-2","","n/a","217MSJ","Late Classic","","Odocoileus virginianus","astragalus","R","distal .6",NA,"fused","217MSJ astragalus Odocoileus v. 65% lateral proximal corner is broken and missing.","Femur.GL",NA,"Femur length"
"32040","Motul de San Jose","EAP0630","2A-5-6-16","5b","n/a","223MSJ","Late Classic","","Odocoileus virginianus","astragalus","R","complete",NA,"fused","","Femur.GL",NA,"Femur length"
"32041","Motul de San Jose","EAP0630","15A-15-2-1","","n/a","235MSJ","Late Classic","","Mazama sp.","calcaneum","R","almost complete",NA,"fused","235MSJ calcaneus Mazama sp. Complete articulation has double point photographed for reference.","Femur.GL",NA,"Femur length"
"32042","Motul de San Jose","EAP0630","15A-17-2-1","","n/a","234MSJ","Early Post-Classic","","Odocoileus virginianus","femur","R","proximal",NA,"fused","234MSJ femur Odocoileus v. proximal 40% articulation and portion of shaft some fragmentation of trochlea, minor erosion over all, epiphysis is fully fused and obscured. Individual is mature but seems rather small.","Femur.GL",NA,"Femur length"
"32043","Motul de San Jose","EAP0630","2A-5-6-14","9","n/a","227MSJ","Late Classic","","Odocoileus virginianus","1st phalanx","","complete",NA,"fused","","Femur.GL",NA,"Femur length"
"32044","Motul de San Jose","EAP0630","A2-5-6-4","4","n/a","228MSJ","late Late Classic","","Odocoileus virginianus","1st phalanx","","complete",NA,"fused","228MSJ phalanx1 Odocoileus v. complete pathology/bone spur superior to distal condyles.","Femur.GL",NA,"Femur length"
"32045","Motul de San Jose","EAP0630","2A-5-6-16","3b","n/a","224MSJ","Late Classic","","Odocoileus virginianus","scapula","","distal .4",NA,"fused","","Femur.GL",NA,"Femur length"
"32046","Motul de San Jose","EAP0630","2A-5-6-14","3","n/a","230MSJ","Late Classic","","Odocoileus virginianus","acetabulum","R","0.4",NA,"--","230MSJ acetabulum Odocoileus v. this is the first intact archaeological specimen I’ve seen quite robust.","Femur.GL",NA,"Femur length"
"32047","Motul de San Jose","EAP0630","2A-9-2-1","1","n/a","238MSJ","Late Classic","","Odocoileus virginianus","metatarsal","L","proximal .8",NA,"unfused","238MSJ Metatarsal Odocoileus v. proximal 80% complete distal end missing probably unfused have added the SDt-SDs measurements to metapodials.","Femur.GL",NA,"Femur length"
"32048","Motul de San Jose","EAP0630","2A-5-7-2","","n/a","236MSJ","Late Classic","","Mazama sp.","radius","L","proximal",NA,"unfused","236MSJ radius Mazama sp. Proximal 80% distal epiphysis unfused, label identifies specimen as Odocoileus v. clearly that is not the case here.","Femur.GL",NA,"Femur length"
"32049","Motul de San Jose","EAP0630","15A-37-3-1","3","n/a","233MSJ","Terminal Classic","","Artidactyla","scapula","L","distal .2",NA,"unfused","233MSJ scapula Artidactyl distal 20% glenoid and scapula neck, glenoid process is broken or unfused could be peccary or Odocoileus v.","Femur.GL",NA,"Femur length"
"32050","Motul de San Jose","EAP0630","2A-5-3-2","14","n/a","211MSJ","Late Classic","","Odocoileus virginianus","calcaneum","","almost complete .8",NA,"unfused","211MSJ calcaneus Odocoileus v. superior crest missing, unfused. In spite of the apparent age difference from 210MSJ demonstrated by the unfused superior crest, 211 is a larger specimen. Comparative photo taken.","Femur.GL",NA,"Femur length"
"32051","Motul de San Jose","EAP0630","2A-5-3-1","3","n/a","208MSJ","Late Classic","","Odocoileus virginianus","1st phalanx","R","complete",NA,"","","Femur.GL",NA,"Femur length"
"32052","Motul de San Jose","EAP0630","2A-5-6-11","1","n/a","232MSJ","Late Classic","","Odocoileus virginianus","humerus","L","distal .8",NA,"fused","232MSJ humerus Odocoileus v. distal 80% proximal end missing trowel trauma.","Femur.GL",NA,"Femur length"
"32053","Motul de San Jose","EAP0630","2A-5-6-17","","n/a","221MSJ","Late Classic","","Odocoileus virginianus","radius","L","distal .4",NA,"fused","221MSJ radius Odocoileus v. distal 40% carved","Femur.GL",NA,"Femur length"
"32054","Motul de San Jose","EAP0630","2A-1.7-1","1","n/a","200MSJ","Late Classic","","Odocoileus virginianus","astragalus","L","complete",NA,"fused","","Femur.GL",NA,"Femur length"
"32055","Piedras Negras","EAP0629","PN-46I-4-4","","n/a","767PN","Chacalhaaz, early","730-810","Odocoileus virginianus","humerus","right","distal",NA,"bridged distal","767PN humerus Odocoileus v. distal 80% distal epiphysis is fused but open.  ","Femur.GL",NA,"Femur length"
"32056","Piedras Negras","EAP0629","PN-23E-13-1","","n/a","798PN","Chacalhaaz","A.d.750-850","Odocoileus virginianus","phalanx","--","",NA,"fused","","Femur.GL",NA,"Femur length"
"32057","Piedras Negras","EAP0629","PN-46F-26-1","","n/a","705PN","Chacalhaaz, late","810-830","Odocoileus virginianus","phalanx, intermediate","--","complete",NA,"fused","","Femur.GL",NA,"Femur length"
"32058","Piedras Negras","EAP0629","PN-46F-23-5","","n/a","754PN","Chacalhaaz, Late","810-830","Odocoileus virginianus","humerus","left","distal",NA,"fused","754PN humerus Odocoileus v. distal 80% shaft is too fragile for measurement, distal condyles are eroded.","Femur.GL",NA,"Femur length"
"32059","Piedras Negras","EAP0629","PN-49A-8-5","","n/a","774PN","","","Odocoileus virginianus","tibia","right","distal",NA,"fused","774PN tibia Odocoileus v. distal 20% broken SD suspect.","Femur.GL",NA,"Femur length"
"32060","Piedras Negras","EAP0629","PN-61B-3-2","","n/a","811Pn","","","Odocoileus virginianus","astragalus","--","complete",NA,"fused","811PN astragalus Odocoileus v. complete extensive weathering no date listed.","Femur.GL",NA,"Femur length"
"32061","Piedras Negras","EAP0629","PN-46F-19-5","","n/a","788PN","Yaxche (A.D. 620-750=~A.D. 685)","A.D.620-750","Odocoileus virginianus","astragalus","--","complete",NA,"fused","","Femur.GL",NA,"Femur length"
"32062","Piedras Negras","EAP0629","PN-33F-58-2","","n/a","717PN","Yaxche, Late","680-730/750","Odocoileus virginianus","astragalus","--","complete",NA,"fused","","Femur.GL",NA,"Femur length"
"32063","Piedras Negras","EAP0629","PN-46H-2-1","","n/a","773PN","Chacalhaaz, late","810-830","Mazama sp.","metatarsal","--","proximal",NA,"fused","773PN metatarsal Odocoileus v. proximal 80% distal condyles absent. Minor breakage proximal posterior edge of articulation.  ","Femur.GL",NA,"Femur length"
"32064","Piedras Negras","EAP0629","PN-54A-12-1","","n/a","802PN","Chacalhaaz, late","810-?","Odocoileus virginianus","phalanx, intermediate","--","complete",NA,"fused","","Femur.GL",NA,"Femur length"
"32065","Piedras Negras","EAP0629","PN-52B-8-2","","n/a","812PN","","","Odocoileus virginianus","phalanx, intermediate","--","complete",NA,"fused","","Femur.GL",NA,"Femur length"
"32066","Piedras Negras","EAP0629","PN-41E-16-4","","n/a","780PN","","","Odocoileus virginianus","phalanx, intermediate","--","complete",NA,"fused","","Femur.GL",NA,"Femur length"
"32067","Piedras Negras","EAP0629","PN-46F-35-1","","n/a","781PN","Chacalhaaz, late","810-830","Odocoileus virginianus","phalanx, intermediate","--","complete",NA,"fused","","Femur.GL",NA,"Femur length"
"32068","Piedras Negras","EAP0629","PN-33C-15-1","","n/a","745PN","Chacalhaaz","A.D.750-850","Odocoileus virginianus","phalanx, intermediate","--","complete",NA,"fused","","Femur.GL",NA,"Femur length"
"32069","Piedras Negras","EAP0629","PN-33C-13-1","","n/a","746PN","Chacalhaaz (A.D. 750 - 850 = ~A.D. 800)","A.D.750-850","Odocoileus virginianus","phalanx, intermediate","--","complete",NA,"fused","","Femur.GL",NA,"Femur length"
"32070","Piedras Negras","EAP0629","PN-33C-3-1","","n/a","747PN","Chacalhaaz (A.D. 750 - 850 = ~A.D. 800)","A.D.750-850","Odocoileus virginianus","phalanx, intermediate","--","complete",NA,"fused","","Femur.GL",NA,"Femur length"
"32071","Piedras Negras","EAP0629","PN-33F-34-1","","n/a","739PN","Chacalhaaz (A.D. 750 - 850 = ~A.D. 800)","A.D.750-850","Odocoileus virginianus","phalanx, intermediate","--","complete",NA,"fused","","Femur.GL",NA,"Femur length"
"32072","Piedras Negras","EAP0629","PN-23E-18-3","","n/a","723PN","Yaxche (A.D. 620-750=~A.D. 685)","A.D.650-750","Odocoileus virginianus","phalanx, intermediate","--","complete",NA,"fused","","Femur.GL",NA,"Femur length"
"32073","Piedras Negras","EAP0629","PN-41D-12-3","","n/a","702PN","","","Odocoileus virginianus","phalanx, intermediate","--","complete",NA,"fused","","Femur.GL",NA,"Femur length"
"32074","Piedras Negras","EAP0629","PN-41D-12-3","","n/a","703PN","","","Odocoileus virginianus","phalanx, intermediate","--","complete",NA,"fused","703PN phalanx2 Odocoileus v. almost complete","Femur.GL",NA,"Femur length"
"32075","Piedras Negras","EAP0629","PN-41D-6-1","","n/a","704PN","","","Mazama sp.","phalanx, proximal","--","complete",NA,"fused","704PN phalanx1 Mazama a. complete.","Femur.GL",NA,"Femur length"
"32076","Piedras Negras","EAP0629","PN-15F-1-7","","n/a","799PN","","","Odocoileus virginianus","phalanx, proximal","--","complete",NA,"fused","799PN phalanx1 Odocoileus v. almost complete. Lateral proximal facet is broken GL suspect.  Specimen is remarkable for its smooth almost polished texture.  No date available.","Femur.GL",NA,"Femur length"
"32077","Piedras Negras","EAP0629","PN-41C-1-3","","n/a","792PN","Chacalhaaz","A.D.750-850","Odocoileus virginianus","phalanx, proximal","--","complete",NA,"fused","","Femur.GL",NA,"Femur length"
"32078","Piedras Negras","EAP0629","PN-2H-2-4","","n/a","794PN","Yaxche (A.D. 620-750=~A.D. 685)","A.D.620-750","Odocoileus virginianus","phalanx, proximal","--","complete",NA,"fused","","Femur.GL",NA,"Femur length"
"32079","Piedras Negras","EAP0629","PN-23A-19-6","","n/a","795PN","Chacalhaaz","A.D.750-850","Odocoileus virginianus","phalanx, proximal","--","complete",NA,"fused","","Femur.GL",NA,"Femur length"
"32080","Piedras Negras","EAP0629","PN-23A-15-1","","n/a","796PN","Chacalhaaz","A.D.750-850","Odocoileus virginianus","phalanx, proximal","--","complete",NA,"fused","796PN phalanx1 Odocoileus v. almost complete. Significant erosion around the proximal articulation makes GL suspect all other measurements are sound.  ","Femur.GL",NA,"Femur length"
"32081","Piedras Negras","EAP0629","PN-41E-34-3","","n/a","779PN","Chacalhaaz, Late","","Odocoileus virginianus","phalanx, proximal","--","complete",NA,"fused","779PN phalanx1 Odocoileus v. complete. Proximal epiphysis fused but open animal is under one year.  ","Femur.GL",NA,"Femur length"
"32082","Piedras Negras","EAP0629","PN-46F-18-2","","n/a","782PN","Chacalhaaz, Late","810-830","Odocoileus virginianus","phalanx, proximal","--","complete",NA,"fused","","Femur.GL",NA,"Femur length"
"32083","Piedras Negras","EAP0629","PN-46F-7-2","","n/a","783PN","Chacalhaaz, late","810-830","Odocoileus virginianus","phalanx, proximal","--","complete",NA,"fused","","Femur.GL",NA,"Femur length"
"32084","Piedras Negras","EAP0629","PN-46G-10-2","","n/a","771PN","Chacalhaaz (A.D. 750 - 850 = ~A.D. 800)","A.D.750-850","Odocoileus virginianus","phalanx, proximal","--","complete",NA,"fused","771PN phalanx1 Odocoileus v. complete 1 of 2 right side","Femur.GL",NA,"Femur length"
"32085","Piedras Negras","EAP0629","PN-46G-10-2","","n/a","772PN","Chacalhaaz (A.D. 750 - 850 = ~A.D. 800)","A.D.750-850","Odocoileus virginianus","phalanx, proximal","--","complete",NA,"fused","772PN phalanx1 Odocoileus v. complete 2 of 2 left side","Femur.GL",NA,"Femur length"
"32086","Piedras Negras","EAP0629","PN-46I-4-5","","n/a","765PN","Yaxche","630-730","Odocoileus virginianus","phalanx, proximal","--","complete",NA,"fused","","Femur.GL",NA,"Femur length"
"32087","Piedras Negras","EAP0629","PN-33F-3-3","","n/a","740PN","Chacalhaaz","A.D.750-850","Odocoileus virginianus","phalanx, proximal","--","complete",NA,"fused","","Femur.GL",NA,"Femur length"
"32088","Piedras Negras","EAP0629","PN-24A-10-2","","n/a","731PN","","","Odocoileus virginianus","phalanx, proximal","--","complete",NA,"fused","731PN phalanx Odocoileus v. complete multiple cut-marks","Femur.GL",NA,"Femur length"
"32089","Piedras Negras","EAP0629","PN-24A-4-4","","n/a","732PN","Yaxche ","A.D.620-750","Odocoileus virginianus","phalanx, proximal","--","complete",NA,"fused","","Femur.GL",NA,"Femur length"
"32090","Piedras Negras","EAP0629","PN-26A-7-4","","n/a","725PN","Yaxche ","A.D.620-750","Odocoileus virginianus","phalanx, proximal","--","complete",NA,"fused","","Femur.GL",NA,"Femur length"
"32091","Piedras Negras","EAP0629","PN-25A-5-4","","n/a","727PN","Naba","A.D350-560","Odocoileus virginianus","phalanx, proximal","--","complete",NA,"fused","","Femur.GL",NA,"Femur length"
"32092","Piedras Negras","EAP0629","PN-26A-5-1","","n/a","722PN","Chacalhaaz","A.D.750-850","Odocoileus virginianus","phalanx, proximal","--","complete",NA,"fused","","Femur.GL",NA,"Femur length"
"32093","Piedras Negras","EAP0629","PN-54A-7-2","","n/a","806PN","Chacalhaaz (A.D. 750 - 850 = ~A.D. 800)","730-?","Odocoileus virginianus","astragalus","left","complete",NA,"fused","","Femur.GL",NA,"Femur length"
"32094","Piedras Negras","EAP0629","PN-46F-4-3","","n/a","756PN","Chacalhaaz, late","810-830","Odocoileus virginianus","astragalus","left","complete",NA,"fused","756PN astragalus Odocoileus v. complete. Beautifully preserved the bone feels good in the hand medial side has a slight arc/concave surface (not artifact).","Femur.GL",NA,"Femur length"
"32095","Piedras Negras","EAP0629","PN-33B-3-1","","n/a","749PN","","","Odocoileus virginianus","astragalus","left","complete",NA,"fused","749PN astragalus Odocoileus v. complete.  No assigned date on the spread sheet but cattle bones in the bag suggest a historical date.  ","Femur.GL",NA,"Femur length"
"32096","Piedras Negras","EAP0629","PN-41C-9-4","","n/a","778PN","Yaxche, Early","","Odocoileus virginianus","calcaneum","left","complete",NA,"fused","","Femur.GL",NA,"Femur length"
"32097","Piedras Negras","EAP0629","PN-62A-2-2","","n/a","807PN","Yaxche (A.D. 620-750=~A.D. 685)","A.D.620-750","Odocoileus virginianus","phalanx, proximal","left","complete",NA,"fused","807PN phalanx1 Odocoileus v. complete.  Proximal epiphysis is fused but partially open.","Femur.GL",NA,"Femur length"
"32098","Piedras Negras","EAP0629","PN-23E-1-2","","n/a","734PN","","","Odocoileus virginianus","radius","left","",NA,"fused","734PN radius Odocoileus v. distal 70% proximal articulation broken Bp, Dp, and BfP are refit missing part of the shaft SD not available.  ","Femur.GL",NA,"Femur length"
"32099","Piedras Negras","EAP0629","PN-54A-6-2","","n/a","804PN","Chacalhaaz (A.D. 750 - 850 = ~A.D. 800)","730-?","Odocoileus virginianus","astragalus","right","complete",NA,"fused","804PN astragalus Odocoileus v. almost complete, significant weathering of cortical surface and minor erosions.  All measurements are sound.","Femur.GL",NA,"Femur length"
"32100","Piedras Negras","EAP0629","PN-33C-4-3","","n/a","748PN","Chacalhaaz (A.D. 750 - 850 = ~A.D. 800)","A.D.750-850","Odocoileus virginianus","astragalus","right","complete",NA,"fused","748PN astragalus Odocoileus v. complete","Femur.GL",NA,"Femur length"
"32101","Piedras Negras","EAP0629","PN-33E-58-2","","n/a","743PN","Chacalhaaz (A.D. 750 - 850 = ~A.D. 800)","A.D.750-850","Odocoileus virginianus","astragalus","right","complete",NA,"fused","743PN Astragalus Odocoileus v. 80% significant erosion specimen is desiccated and crumbly to touch measurements are suspect.  ","Femur.GL",NA,"Femur length"
"32102","Piedras Negras","EAP0629","PN-41D-16-2","","n/a","701PN","","","Odocoileus virginianus","calcaneum","right","segment",NA,"fused","701PN calcaneus Odocoileus articular segment 30% GB and GD only.","Femur.GL",NA,"Femur length"
"32103","Piedras Negras","EAP0629","PN-25A-5-1","","n/a","728PN","Chacalhaaz","A.D.750-850","Odocoileus virginianus","calcaneum","right","distal",NA,"fused","728PN calcaneus Odocoileus v. inferior 70%  superior crest broken no GL available.","Femur.GL",NA,"Femur length"
"32104","Piedras Negras","EAP0629","PN-24A-9-4","","n/a","737PN","Naba (A.D. 350 - 560 = ~A.D. 455)","A.D.350-560","Odocoileus virginianus","humerus","right","distal",NA,"fused","737PN humerus Odocoileus v. distal 40% two of two significant erosion of lateral surface of the joint BT unavailable.","Femur.GL",NA,"Femur length"
"32105","Piedras Negras","EAP0629","PN-41E-16-6","","n/a","777PN","Chacalhaaz","A.D.750-850","Odocoileus virginianus","humerus","right","distal",NA,"fused","777PN humerus Odocoileus v. distal 20% trochanter only. Thin layer of concretion over most of the surface.  ","Femur.GL",NA,"Femur length"
"32106","Piedras Negras","EAP0629","PN-62A-4-2","","n/a","809PN","","","Odocoileus virginianus","phalanx, intermediate","right","complete",NA,"fused","","Femur.GL",NA,"Femur length"
"32107","Piedras Negras","EAP0629","PN-62A-9-1","","n/a","808PN","Yaxche (A.D. 620-750=~A.D. 685)","A.D.620-750","Odocoileus virginianus","phalanx, proximal","right","complete",NA,"fused","","Femur.GL",NA,"Femur length"
